testId,label,location,completed_time_stamp,completed_time,run_no,loadTime,fullyLoaded,bytesIn,bytesInDoc,requests,requestsDoc,TTFB,firstPaint,render,SpeedIndex,docTime,ttfb_first_req,ssl_first_req,dns_first_req
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,4,5126,12153,1589190,1061059,101,98,1004,3199,3200,4205,5126,765,100,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,5,4921,11948,1624789,1096577,101,97,1012,3101,3000,3965,4921,777,110,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,6,5174,12167,1696225,1168094,101,98,987,3013,2900,4045,5174,759,83,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,8,5822,12825,1587271,1059140,101,98,1458,3606,3600,4688,5822,1236,96,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,9,5256,12354,1689003,1160872,101,98,1066,3194,3100,4963,5256,829,108,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,10,5293,12353,1640786,1112655,101,98,1111,3245,3200,4251,5293,868,119,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,11,5065,11958,1498366,1085462,101,98,1001,3054,3100,4085,5065,765,112,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,12,5218,12259,1620273,1092142,101,98,993,3129,3200,4228,5218,763,89,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,13,5106,12027,1734054,1205923,101,98,1015,3012,3000,4101,5106,757,109,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,14,5417,12393,1682827,1153256,101,98,1071,3243,3200,4284,5417,808,120,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,15,5215,12280,1643412,1113885,101,99,976,3126,3100,4193,5215,759,84,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,16,5360,12292,1574452,1090172,101,98,1010,3114,3100,4255,5360,781,102,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,17,5248,12293,1654116,1124545,101,98,1011,3131,3100,4210,5248,805,75,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,18,5357,12237,1647822,1184946,101,98,1028,3199,3200,4299,5357,766,117,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,19,5732,12365,1595552,1067421,101,98,1042,3232,3200,4310,5732,819,84,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,20,5308,12355,1727098,1197571,101,99,942,3093,3100,4259,5308,718,86,0
171108_K7_BY,h1,WPTServer101:Chrome,1510210235,2017-11-09_01-50-35,4,7099,7169,1143568,1142418,101,100,1606,5578,5500,6236,7099,1406,85,0
171108_K7_BY,h1,WPTServer101:Chrome,1510210235,2017-11-09_01-50-35,20,6338,6405,1083647,1082497,101,100,1846,4731,4800,5491,6338,1636,85,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,1,4270,10695,1117334,947295,101,98,1070,2723,2700,3401,4270,834,112,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,2,4261,10315,1034063,961124,101,98,960,2551,2500,3224,4261,753,85,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,5,4162,10550,1097278,962969,101,98,1019,2622,2600,3358,4162,806,80,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,6,4093,10259,1015153,1006796,101,98,976,2570,2600,3307,4093,769,84,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,8,4350,5057,965863,964669,101,99,1122,2736,2800,3595,4350,876,119,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,10,4077,10170,977825,969712,101,98,1001,2571,2500,3218,4077,773,115,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,11,4284,10404,1050106,1031743,101,98,1005,2660,2600,3419,4284,769,119,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,13,4222,10467,1073917,1012423,101,98,986,2622,2700,3436,4222,758,112,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,15,4155,10423,1103348,1001841,101,98,980,2599,2700,3325,4155,755,109,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,17,4130,4827,1085065,1083871,101,98,958,2641,2700,3418,4130,756,84,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,20,4128,10405,1054247,981307,101,98,978,2617,2700,3382,4128,772,78,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,1,5363,12386,1601048,1072917,101,98,1114,3338,3300,5904,5363,883,109,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,2,5288,12183,1587288,1081604,101,98,1102,3177,3200,4194,5288,867,107,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,3,4975,12067,1690201,1160631,101,98,983,3015,3000,3976,4975,755,105,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,4,4956,12091,1649817,1120246,101,98,1023,2998,3000,4019,4956,778,117,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,5,5797,12467,1440269,1127391,101,98,1618,3702,3700,4754,5797,1394,102,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,6,5541,11881,1281642,1104436,101,98,1515,3572,3600,4558,5541,1234,116,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,9,5458,12093,1363790,1040906,101,98,1085,3274,3300,4369,5458,856,111,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,11,5228,12139,1583510,1053939,101,98,1073,3212,3200,4181,5228,831,87,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,12,5296,12108,1555872,1100159,101,98,1130,3317,3300,4262,5296,883,110,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,13,4928,11835,1432225,1017880,101,98,987,3004,2900,3951,4928,757,110,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,14,8653,12103,1560821,1031294,101,99,1009,3193,3200,5842,8653,787,88,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,15,5196,12049,1439708,1068256,101,98,1083,3213,3200,4252,5196,856,105,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,16,4924,11650,1365656,1024211,101,98,1003,3041,3100,4036,4924,763,110,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,17,5249,11915,1448360,1142645,101,98,1089,3131,3100,4178,5249,870,91,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,18,5086,12061,1586325,1130612,101,98,1088,3091,3100,4119,5086,884,86,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,19,5279,11714,1367684,1089096,101,98,990,3025,3000,4041,5279,766,99,0
171108_NN_B1,h1,WPTServer102:Chrome,1510204167,2017-11-09_00-09-27,1,4340,10355,1052830,1031349,101,98,1008,2630,2700,3397,4340,784,108,0
171108_NN_B1,h1,WPTServer102:Chrome,1510204167,2017-11-09_00-09-27,2,4192,10242,1073854,1058593,101,98,1001,2586,2600,3348,4192,775,109,0
171108_NN_B1,h1,WPTServer102:Chrome,1510204167,2017-11-09_00-09-27,5,4179,4877,1086466,1085272,101,98,1025,2633,2700,3407,4179,766,117,0
171108_NN_B1,h1,WPTServer102:Chrome,1510204167,2017-11-09_00-09-27,6,4299,4954,976037,974843,101,98,1078,2688,2600,3367,4299,773,120,0
171108_NN_B1,h1,WPTServer102:Chrome,1510204167,2017-11-09_00-09-27,7,4511,5104,1052711,1051517,101,98,1030,2699,2700,3425,4511,762,111,0
171108_NN_B1,h1,WPTServer102:Chrome,1510204167,2017-11-09_00-09-27,13,4348,4952,1029897,1028703,101,99,1064,2671,2700,3473,4348,834,114,0
171108_NN_B1,h1,WPTServer102:Chrome,1510204167,2017-11-09_00-09-27,14,4156,10379,1068833,1041626,101,98,986,2599,2700,3397,4156,760,110,0
171108_NN_B1,h1,WPTServer102:Chrome,1510204167,2017-11-09_00-09-27,17,4249,10446,1107592,1034611,101,98,1020,2628,2600,3319,4249,777,106,0
171108_NN_B1,h1,WPTServer102:Chrome,1510204167,2017-11-09_00-09-27,18,4354,4936,999118,997924,101,98,1045,2667,2700,3407,4354,815,114,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,1,5074,12045,1603495,1075365,101,98,1026,2911,2900,5876,5074,751,120,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,2,5174,11712,1366573,1049413,101,98,1059,3228,3300,4152,5174,813,113,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,3,5341,12082,1687034,1157464,101,98,1008,2965,3000,4036,5341,761,86,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,4,5273,12362,1593957,1067267,101,98,1144,3215,3200,4282,5273,856,130,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,5,5262,12009,1508194,1088131,101,97,1036,3170,3200,4193,5262,801,90,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,6,4723,11791,1695532,1182686,101,98,1002,2942,2900,3791,4723,760,116,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,7,5559,12554,1571863,1043733,101,98,1489,3519,3500,4478,5559,1229,106,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,8,5533,12204,1576100,1046530,101,98,993,3123,3100,4128,5533,757,108,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,9,5259,11755,1494331,1088590,101,98,981,3098,3100,3969,5259,762,86,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,10,5137,12211,1568601,1039031,101,98,1051,3163,3100,4145,5137,810,100,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,11,4884,11964,1616028,1087898,101,98,1014,3108,3100,4059,4884,766,117,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,12,5283,12155,1533713,1056597,101,98,973,3061,3100,4143,5283,758,83,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,13,5381,11894,1416541,1089338,101,98,1043,3220,3200,4212,5381,784,111,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,15,5333,12283,1636829,1107259,101,98,992,3230,3200,4198,5333,765,84,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,16,5295,12284,1583381,1053811,101,98,1017,3091,3100,4200,5295,761,107,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,17,9161,12244,1581414,1053328,101,99,978,3041,3000,5796,9161,777,80,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,18,5418,12218,1514642,1116063,101,98,1126,3327,3400,4435,5418,891,110,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,19,5106,12209,1637599,1109468,101,98,984,3154,3100,4114,5106,759,80,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,20,5632,12423,1632082,1103952,101,98,1028,3247,3200,4333,5632,794,88,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,1,4249,11142,1534225,1085679,101,98,1170,2745,2700,3436,4249,916,131,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,2,4250,4842,1011901,1010707,101,99,951,2666,2700,3391,4250,753,83,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,3,4134,10379,1120873,1079339,101,98,1049,2559,2500,3273,4134,828,83,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,4,4141,10417,1114161,1006975,101,98,986,2551,2600,3343,4141,788,84,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,8,4294,10328,1012069,1005397,101,98,984,2594,2500,3261,4294,765,82,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,9,4204,4851,1064418,1063224,101,99,1051,2671,2600,3297,4204,782,121,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,11,4278,10374,1105458,1089938,101,98,1024,2672,2600,3337,4278,802,83,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,16,4218,10457,1107231,1001489,101,98,986,2633,2600,3307,4218,756,109,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,18,4248,11030,1417309,1063151,101,97,1103,2748,2700,3405,4248,850,114,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,20,4359,10535,1144485,1045820,101,98,1006,2640,2600,3325,4359,772,112,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,7,4566,10537,1104835,1013335,101,98,1093,2744,2700,3400,4566,839,110,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,10,4183,10410,1001326,966959,101,98,1050,2697,2700,3407,4183,843,90,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,11,4359,10374,965048,963854,101,98,1072,2732,2700,3425,4359,871,80,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,17,4291,4850,939832,938638,101,98,1028,2650,2600,3313,4291,771,113,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,7,4190,5078,1072945,1071751,101,99,998,2654,2700,3388,4190,751,106,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,16,4177,4876,1025751,1024557,101,99,1042,2666,2700,3397,4177,816,106,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,19,15466,19274,1503763,1103790,101,99,1069,10927,10900,12545,15466,799,105,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,1,4535,11161,1370093,1014326,101,98,1049,2791,2700,3525,4535,823,110,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,4,4362,10620,1098013,1006513,101,98,1113,2715,2700,3407,4362,887,112,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,6,4271,4991,968318,967124,101,98,1053,2695,2600,3389,4271,823,109,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,7,4338,5046,1046363,1045169,101,98,1146,2739,2800,3562,4338,911,102,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,11,4267,5065,1050565,1049371,101,98,1102,2704,2800,3462,4267,904,83,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,12,4295,4875,1044200,1043006,101,98,1042,2626,2600,3301,4295,815,110,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,14,4385,10500,1047405,1013038,101,98,1065,2691,2700,3425,4385,840,109,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,15,4211,10321,958727,957533,101,98,1034,2657,2700,3407,4211,810,107,0
171108_06_B0,h1,WPTServer101:Chrome,1510204067,2017-11-09_00-07-47,13,16324,16495,991719,990569,102,100,1005,14560,14600,15182,16324,798,91,0
171108_06_B0,h1,WPTServer101:Chrome,1510204067,2017-11-09_00-07-47,16,4428,4956,941628,940434,102,99,1019,2697,2700,3483,4428,786,110,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,10,5093,12210,1723988,1195858,102,99,982,3105,3100,4141,5093,753,88,0
171108_5A_94,h1,WPTServer101:Chrome,1510191782,2017-11-08_20-43-02,3,4563,10396,1091772,1083655,102,99,1001,2703,2700,3385,4563,769,117,0
171108_5A_94,h1,WPTServer101:Chrome,1510191782,2017-11-08_20-43-02,4,4419,4938,1098197,1097003,102,99,1006,2608,2600,3361,4419,778,111,0
171108_60_6B,h1,WPTServer102:Chrome,1510172803,2017-11-08_15-26-43,6,4850,11418,1250104,1030097,102,99,1666,3284,3300,4073,4850,1440,109,0
171108_6V_CW,h1,WPTServer101:Chrome,1510216368,2017-11-09_03-32-48,1,4577,10726,1301788,1010318,102,99,988,2586,2600,3336,4577,771,85,0
171108_6V_CW,h1,WPTServer101:Chrome,1510216368,2017-11-09_03-32-48,4,4389,5060,990771,989577,102,99,1095,2751,2700,3460,4389,841,112,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,7,4187,10372,1011444,962837,102,99,1007,2633,2600,3348,4187,772,113,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,19,4780,10930,985082,969562,102,99,1479,3160,3200,3967,4780,1246,110,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,4,6118,12764,1672145,1144016,102,99,1487,3752,3700,4713,6118,1256,90,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,10,5349,12253,1554928,1099217,102,99,1260,3369,3400,4360,5349,1049,78,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,14,5266,12284,1610336,1096051,102,99,1254,3381,3400,4333,5266,1003,108,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,13,4168,10354,977354,959217,102,99,991,2589,2600,3335,4168,792,83,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,15,4209,10454,1081746,1054542,102,99,983,2581,2600,3368,4209,758,105,0
171108_GH_6A,h1,WPTServer101:Chrome,1510172778,2017-11-08_15-26-18,3,4227,4897,1039084,1037890,102,99,967,2650,2600,3307,4227,735,110,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,10,7691,13944,1261935,1070532,102,100,2493,5527,5500,6449,7691,2257,113,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,12,5475,12508,1700115,1171985,102,99,1231,3396,3400,4406,5475,985,119,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,18,5224,12199,1597660,1068089,102,99,980,3144,3100,4190,5224,759,102,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,3,5141,12137,1629651,1101520,102,99,999,2968,3000,4056,5141,776,102,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,7,5097,12041,1591074,1062943,102,99,1028,3106,3100,4146,5097,785,119,0
171108_K7_BY,h1,WPTServer101:Chrome,1510210235,2017-11-09_01-50-35,6,7326,7488,1060469,1059319,102,100,1970,5559,5600,6313,7326,1702,133,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,3,4188,10477,1006217,943284,102,99,999,2644,2700,3391,4188,760,116,0
171108_PQ_A1,h1,WPTServer100:Chrome,1510201371,2017-11-08_23-22-51,14,5286,12043,1530803,1110821,102,99,984,3091,3100,4136,5286,754,103,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,1,4603,10900,1082178,1005003,102,99,1483,3056,3000,3801,4603,1224,134,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,4,4560,10396,1030838,1022722,102,99,1105,2684,2700,3450,4560,884,106,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,16,4244,10315,1018142,1016948,102,99,1037,2728,2700,3401,4244,830,91,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,9,4239,4929,986382,978270,102,99,1068,2640,2700,3425,4239,869,84,0
171108_06_B0,h1,WPTServer101:Chrome,1510204067,2017-11-09_00-07-47,7,4244,4891,900934,899740,103,100,1007,2628,2700,3367,4244,780,104,0
171108_06_B0,h1,WPTServer101:Chrome,1510204067,2017-11-09_00-07-47,11,4152,4917,972227,971033,103,99,957,2624,2700,3401,4152,765,78,0
171108_06_B0,h1,WPTServer101:Chrome,1510204067,2017-11-09_00-07-47,17,4276,10598,1054862,977382,103,99,1029,2721,2700,3467,4276,798,109,0
171108_06_B0,h1,WPTServer101:Chrome,1510204067,2017-11-09_00-07-47,20,4406,4991,966349,965155,103,99,987,2677,2700,3476,4406,757,85,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,8,5398,12273,1707448,1179318,103,99,1047,3147,3200,4364,5398,802,112,0
171108_60_6B,h1,WPTServer102:Chrome,1510172803,2017-11-08_15-26-43,13,13075,17867,2173569,1593734,103,101,998,2651,2600,5060,13075,804,79,0
171108_60_6B,h1,WPTServer102:Chrome,1510172803,2017-11-08_15-26-43,15,28684,28760,2528604,2527454,103,102,1002,6295,6200,11384,28684,771,116,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,2,4202,10241,1058346,974008,103,99,981,2608,2600,3290,4202,755,110,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,17,4359,5167,1029371,1028177,103,99,973,2673,2700,3436,4359,753,104,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,2,6304,13235,1695509,1161748,103,99,1955,4085,4100,5142,6304,1707,110,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,20,5362,11990,1454422,1111538,103,99,1139,3192,3200,4262,5362,918,92,0
171108_GH_6A,h1,WPTServer101:Chrome,1510172778,2017-11-08_15-26-18,16,27859,27936,2592805,2590981,103,101,776,5768,5800,10978,27859,577,83,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,12,4257,10403,994658,986301,103,99,995,2647,2700,3425,4257,773,109,0
171108_MH_79,h1,WPTServer102:Chrome,1510179409,2017-11-08_17-16-49,19,4271,4940,940555,939361,103,100,1027,2707,2800,3497,4271,829,84,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,8,5272,12186,1616665,1088534,103,99,1015,3101,3100,4165,5272,762,112,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,10,5172,12111,1635785,1165746,103,99,1035,3147,3100,4166,5172,791,86,0
171108_MJ_AZ,h1,WPTServer100:Chrome,1510208589,2017-11-09_01-23-09,20,5052,12029,1680303,1152172,103,99,970,3050,3100,4033,5052,763,83,0
171108_R7_87,h1,WPTServer102:Chrome,1510185601,2017-11-08_19-00-01,14,4226,10525,1147918,1056417,103,99,1055,2708,2800,3464,4226,808,111,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,2,4670,10569,1048917,1004507,103,99,1149,2805,2800,3524,4670,871,121,0
171108_GH_6A,h1,WPTServer101:Chrome,1510172778,2017-11-08_15-26-18,11,28601,30938,3191290,2560779,104,102,1043,2670,2700,7829,28601,814,77,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,17,4238,10379,1154049,1126841,104,100,1025,2578,2600,3325,4238,820,91,0
171108_NH_B2,h2,WPTServer100:Chrome,1510209318,2017-11-09_01-35-18,16,7247,7247,573991,0,83,0,1569,0,0,0,0,1314,110,0
171108_VY_CY,h2,WPTServer100:Chrome,1510224029,2017-11-09_05-40-29,20,5408,5408,737590,0,84,0,1241,0,0,0,0,1007,110,0
171108_38_6E,h2,WPTServer102:Chrome,1510173560,2017-11-08_15-39-20,5,45242,45317,972120,970970,101,100,996,22440,22400,32410,45242,762,84,0
171108_38_6E,h2,WPTServer102:Chrome,1510173560,2017-11-08_15-39-20,9,45001,45074,1025243,1024093,101,100,967,2625,2600,21028,45001,772,80,0
171108_38_6E,h2,WPTServer102:Chrome,1510173560,2017-11-08_15-39-20,10,45065,45143,1041208,1040058,101,100,1017,2662,2700,21117,45065,765,111,0
171108_38_6E,h2,WPTServer102:Chrome,1510173560,2017-11-08_15-39-20,12,24008,24081,1115528,1114378,101,100,1023,2587,2600,11888,24008,788,83,0
171108_TX_C1,h2,WPTServer101:Chrome,1510210740,2017-11-09_01-59-00,4,6536,7253,1197392,1196198,101,99,2711,4897,4900,5602,6536,2480,108,0
171108_2T_97,h2,WPTServer101:Chrome,1510192279,2017-11-08_20-51-19,2,4347,6175,1013813,995828,102,98,1025,2631,2700,3376,4347,763,119,0
171108_2T_97,h2,WPTServer101:Chrome,1510192279,2017-11-08_20-51-19,4,4768,4846,1057584,1056390,102,100,1007,2644,2700,3516,4768,770,113,0
171108_2T_97,h2,WPTServer101:Chrome,1510192279,2017-11-08_20-51-19,12,4601,4792,1068665,1067471,102,100,965,2720,2700,3445,4601,756,84,0
171108_2T_97,h2,WPTServer101:Chrome,1510192279,2017-11-08_20-51-19,13,4370,5080,1142849,1141655,102,100,1007,2682,2700,3422,4370,779,105,0
171108_2V_B3,h2,WPTServer101:Chrome,1510204575,2017-11-09_00-16-15,16,4176,6280,988139,970154,102,98,1077,2644,2600,3331,4176,842,110,0
171108_2V_B3,h2,WPTServer101:Chrome,1510204575,2017-11-09_00-16-15,17,4273,6154,1077270,1059285,102,98,982,2638,2600,3354,4273,757,110,0
171108_3N_7A,h2,WPTServer100:Chrome,1510180134,2017-11-08_17-28-54,15,4513,5876,1163635,1145649,102,98,988,2968,3000,3695,4513,752,112,0
171108_DA_A5,h2,WPTServer101:Chrome,1510198408,2017-11-08_22-33-28,7,4196,6297,1029227,1011242,102,98,1014,2608,2600,3385,4196,781,110,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,11,4493,5021,1040064,1038870,102,100,971,2649,2700,3516,4493,763,83,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,13,4133,6122,1060123,1042140,102,98,980,2573,2500,3261,4133,751,91,0
171108_DR_7C,h2,WPTServer102:Chrome,1510179914,2017-11-08_17-25-14,20,4229,5631,1032552,1014566,102,98,952,2617,2600,3317,4229,751,78,0
171108_E8_6D,h2,WPTServer101:Chrome,1510173520,2017-11-08_15-38-40,3,5261,5982,1046649,1045455,102,100,1008,3571,3500,4309,5261,781,87,0
171108_E8_6D,h2,WPTServer101:Chrome,1510173520,2017-11-08_15-38-40,15,4623,6615,1057390,1039404,102,98,1329,2979,2900,3672,4623,1079,110,0
171108_HZ_CZ,h2,WPTServer101:Chrome,1510216870,2017-11-09_03-41-10,6,4396,5048,1084196,1083002,102,100,1048,2747,2800,3573,4396,802,113,0
