testId,label,location,completed_time_stamp,completed_time,run_no,loadTime,fullyLoaded,bytesIn,bytesInDoc,requests,requestsDoc,TTFB,firstPaint,render,SpeedIndex,docTime,ttfb_first_req,ssl_first_req,dns_first_req
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,9,5392,5650,1092157,1090963,100,98,1873,3711,3700,4467,5392,1639,113,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,10,5095,5793,1110917,1109723,100,98,1935,3622,3600,4285,5095,1703,109,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,11,6510,6584,1124919,1123769,100,99,1521,4889,4900,5554,6510,1287,110,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,12,6411,6485,1149922,1148772,100,99,1989,5108,5100,5639,6411,1753,111,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,13,8686,8762,1066004,1064854,100,99,1317,7174,7100,7802,8686,1111,84,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,14,9614,9693,1064646,1063496,100,99,3595,8157,8100,8774,9614,3402,79,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,15,5924,5996,1090973,1089823,100,99,1201,4437,4400,5081,5924,980,104,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,16,11685,11759,1067678,1066528,100,99,4154,10074,10000,10736,11685,3925,111,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,17,4941,5572,1227272,1226078,100,98,1729,3305,3400,4085,4941,1499,113,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,18,5714,6367,1089028,1087834,100,98,2087,4064,4100,4867,5714,1869,104,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,19,6146,6220,1100494,1099344,100,99,1996,4215,4200,5059,6146,1770,111,0
171108_R9_BZ,h1,WPTServer102:Chrome,1510210371,2017-11-09_01-52-51,20,6020,6307,981614,980420,100,98,1829,4466,4500,5142,6020,1630,84,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,2,4352,5087,1037768,1036574,100,98,1074,2703,2700,3446,4352,821,111,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,3,5029,5099,1023525,1022375,100,99,1020,2664,2600,3357,5029,823,82,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,5,4401,4904,988245,987051,100,98,1050,2632,2700,3425,4401,816,110,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,6,4160,4841,965818,964624,100,98,1026,2574,2500,3307,4160,818,84,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,8,4254,4893,1004454,1003260,100,98,1073,2675,2700,3412,4254,837,89,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,9,4280,5094,969857,968663,100,98,1057,2691,2700,3407,4280,821,109,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,12,4654,5009,1001655,1000461,100,98,1138,2697,2700,3472,4654,927,86,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,13,4329,4933,1058794,1057600,100,98,1075,2724,2800,3447,4329,818,117,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,14,4383,4910,1004048,1002854,100,98,1094,2741,2800,3437,4383,862,108,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,15,4192,4927,1008934,1007740,100,98,1119,2683,2600,3389,4192,871,112,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,18,4153,4838,1016874,1015680,100,98,978,2577,2600,3356,4153,777,78,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,19,4667,5363,1036076,1034882,100,98,1438,3094,3100,3873,4667,1203,111,0
171108_RE_A2,h1,WPTServer101:Chrome,1510197905,2017-11-08_22-25-05,20,4136,4808,941526,940332,100,98,986,2586,2500,3209,4136,762,83,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,1,7254,7386,1305479,1304329,100,99,2287,4511,4500,5750,7254,1357,160,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,2,4068,4963,1009904,1008710,100,98,903,2485,2500,3220,4068,697,84,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,3,4382,4870,970170,968976,100,98,958,2812,2800,3507,4382,752,90,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,6,4255,4929,1028677,1027483,100,98,1079,2672,2700,3425,4255,831,106,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,8,4473,5049,1016651,1015457,100,98,1033,2759,2800,3507,4473,812,84,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,9,4205,4856,1066751,1065557,100,98,1021,2625,2600,3364,4205,774,107,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,10,12225,12309,1052195,1051045,100,99,1077,2689,2700,6906,12225,797,126,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,12,7411,7487,1032378,1031184,100,98,975,5253,5200,6168,7411,749,110,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,13,6983,7184,997765,996571,100,98,886,4770,4800,5383,6983,662,108,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,14,4150,4851,989688,988494,100,98,995,2596,2600,3279,4150,747,108,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,15,4210,4918,1072605,1071411,100,98,1012,2640,2700,3425,4210,765,107,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,17,4202,4909,993225,992031,100,98,1022,2704,2700,3397,4202,764,103,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,18,25621,26484,1017404,1016210,100,98,911,24077,24100,24869,25621,662,110,0
171108_YZ_69,h1,WPTServer100:Chrome,1510172706,2017-11-08_15-25-06,20,28614,28686,1041377,1040227,100,99,1812,11819,11800,19072,28614,778,111,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,3,4324,4965,1012252,1011058,100,98,1043,2638,2600,3367,4324,813,109,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,5,4344,5012,1022803,1021609,100,98,1131,2749,2700,3460,4344,930,84,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,8,4389,4859,957935,956741,100,98,1074,2711,2700,3362,4389,843,99,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,10,4432,4938,962863,961669,100,98,1065,2677,2700,3461,4432,859,84,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,13,4226,4911,1128664,1127470,100,98,1075,2666,2700,3419,4226,850,110,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,16,4233,4771,988072,986878,100,98,953,2582,2500,3260,4233,753,84,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,18,4178,4812,1129647,1128453,100,98,990,2552,2500,3279,4178,789,84,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,19,4207,4903,1042369,1041175,100,98,1024,2662,2700,3436,4207,825,84,0
171108_ZB_A3,h1,WPTServer102:Chrome,1510197969,2017-11-08_22-26-09,20,4236,4868,911018,909824,100,98,967,2594,2600,3356,4236,768,82,0
171108_06_B0,h1,WPTServer101:Chrome,1510204067,2017-11-09_00-07-47,1,4363,10682,1173523,1067781,101,98,1197,2824,2800,3507,4363,968,111,0
171108_06_B0,h1,WPTServer101:Chrome,1510204067,2017-11-09_00-07-47,12,5029,10372,1005874,987555,101,99,1002,2597,2700,3419,5029,789,97,0
171108_06_B0,h1,WPTServer101:Chrome,1510204067,2017-11-09_00-07-47,18,4196,10387,1088373,1049723,101,98,986,2577,2500,3301,4196,763,85,0
171108_1K_86,h1,WPTServer101:Chrome,1510185653,2017-11-08_19-00-53,1,4196,10721,1321842,1071826,101,98,940,2566,2500,3236,4196,732,91,0
171108_1K_86,h1,WPTServer101:Chrome,1510185653,2017-11-08_19-00-53,3,4236,10423,1053423,1038163,101,98,1090,2675,2700,3402,4236,830,112,0
171108_1K_86,h1,WPTServer101:Chrome,1510185653,2017-11-08_19-00-53,9,4266,10302,983092,967830,101,98,995,2574,2600,3336,4266,766,112,0
171108_1K_86,h1,WPTServer101:Chrome,1510185653,2017-11-08_19-00-53,10,4179,4858,1030580,1029386,101,99,1000,2587,2600,3344,4179,796,83,0
171108_1K_86,h1,WPTServer101:Chrome,1510185653,2017-11-08_19-00-53,14,4176,10362,1068253,1001036,101,98,1002,2634,2700,3382,4176,772,115,0
171108_1K_86,h1,WPTServer101:Chrome,1510185653,2017-11-08_19-00-53,16,4044,4747,992362,991168,101,98,964,2491,2500,3267,4044,765,77,0
171108_1K_86,h1,WPTServer101:Chrome,1510185653,2017-11-08_19-00-53,17,4123,4843,1008787,1007593,101,99,965,2599,2600,3352,4123,771,80,0
171108_1K_86,h1,WPTServer101:Chrome,1510185653,2017-11-08_19-00-53,20,4242,10356,1013410,986206,101,98,977,2604,2600,3297,4242,778,84,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,1,6761,13293,1606928,1078841,101,99,1173,4016,3900,7282,6761,880,165,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,2,5467,12461,1600192,1079224,101,98,1120,3237,3200,4307,5467,883,110,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,3,5533,12539,1645778,1117566,101,97,990,3508,3500,4589,5533,754,104,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,4,5330,12148,1585837,1057707,101,98,998,3176,3200,4133,5330,759,110,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,5,6210,12975,1617239,1089152,101,99,1521,3762,3700,4817,6210,1284,110,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,6,5479,12121,1603698,1075567,101,98,1022,3046,3100,4148,5479,788,111,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,7,5802,12811,1592331,1064201,101,98,1547,3702,3700,6720,5802,754,119,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,9,5225,12069,1439369,1040791,101,98,973,3055,3100,4206,5225,753,87,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,11,5302,12265,1561142,1061096,101,98,1067,3173,3200,4206,5302,827,117,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,12,19934,26818,1586689,1138058,101,97,15714,17851,17800,18894,19934,15457,114,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,13,5107,12210,1582667,1054537,101,98,1003,3189,3200,4204,5107,769,110,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,14,5098,12112,1572571,1044440,101,98,968,3111,3100,4137,5098,746,80,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,15,5366,12427,1588542,1058971,101,98,993,3175,3200,4323,5366,765,110,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,16,4912,11723,1446213,1061794,101,97,1000,3120,3100,3984,4912,771,110,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,17,5296,12374,1635033,1106902,101,98,1101,3221,3200,4247,5296,850,104,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,18,4856,5301,1112338,1111144,101,99,1055,3077,3100,3968,4856,812,114,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,19,5351,12458,1675059,1146869,101,97,1098,3316,3300,4401,5351,858,111,0
171108_2N_77,h1,WPTServer100:Chrome,1510179394,2017-11-08_17-16-34,20,5159,12045,1612710,1083139,101,98,999,3182,3200,4133,5159,759,108,0
171108_5A_94,h1,WPTServer101:Chrome,1510191782,2017-11-08_20-43-02,1,4486,10956,1225299,1062423,101,98,1197,2892,2900,3682,4486,951,106,0
171108_5A_94,h1,WPTServer101:Chrome,1510191782,2017-11-08_20-43-02,6,4256,4835,974783,973589,101,98,956,2592,2600,3344,4256,757,83,0
171108_5A_94,h1,WPTServer101:Chrome,1510191782,2017-11-08_20-43-02,11,4592,4929,938938,937744,101,99,1135,2761,2800,3509,4592,914,103,0
171108_5A_94,h1,WPTServer101:Chrome,1510191782,2017-11-08_20-43-02,14,4197,4919,1032577,1031339,101,98,987,2581,2600,3236,4197,760,110,0
171108_60_6B,h1,WPTServer102:Chrome,1510172803,2017-11-08_15-26-43,5,4985,5807,1035692,1034498,101,98,1146,3316,3300,4079,4985,945,86,0
171108_60_6B,h1,WPTServer102:Chrome,1510172803,2017-11-08_15-26-43,7,4771,4932,972511,964396,101,98,1022,2673,2600,3391,4771,786,118,0
171108_60_6B,h1,WPTServer102:Chrome,1510172803,2017-11-08_15-26-43,10,4944,5019,1003646,995575,101,99,963,2508,2600,3350,4944,735,86,0
171108_60_6B,h1,WPTServer102:Chrome,1510172803,2017-11-08_15-26-43,16,4214,4792,1060934,1059740,101,98,978,2670,2700,3366,4214,779,84,0
171108_60_6B,h1,WPTServer102:Chrome,1510172803,2017-11-08_15-26-43,17,4213,10379,1044943,1038269,101,98,1025,2651,2700,3420,4213,760,112,0
171108_6V_CW,h1,WPTServer101:Chrome,1510216368,2017-11-09_03-32-48,5,4260,10591,1150074,994276,101,98,1025,2687,2600,3336,4260,798,111,0
171108_6V_CW,h1,WPTServer101:Chrome,1510216368,2017-11-09_03-32-48,8,4217,4927,975210,974016,101,99,1001,2636,2600,3362,4217,766,111,0
171108_6V_CW,h1,WPTServer101:Chrome,1510216368,2017-11-09_03-32-48,12,4152,10385,1110715,986365,101,98,1013,2589,2600,3243,4152,783,83,0
171108_6V_CW,h1,WPTServer101:Chrome,1510216368,2017-11-09_03-32-48,15,4153,4877,1001656,1000462,101,99,967,2641,2700,3407,4153,767,84,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,1,4336,10728,1248393,985490,101,98,998,2641,2600,3313,4336,775,106,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,4,4649,10592,1164376,1044305,101,98,1116,2722,2800,3464,4649,864,112,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,6,4745,10516,1042678,979745,101,98,1014,2688,2600,3366,4745,785,110,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,9,4339,10300,955599,943208,101,98,1005,2613,2600,3336,4339,774,107,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,12,5001,10641,1004538,970171,101,98,1224,2862,2900,3636,5001,990,110,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,14,4531,10690,1188180,1003816,101,98,987,2620,2600,3350,4531,780,83,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,15,4504,10483,1102274,989370,101,98,988,2640,2600,3324,4504,790,75,0
171108_7N_95,h1,WPTServer102:Chrome,1510191806,2017-11-08_20-43-26,16,4088,4782,974267,973073,101,99,999,2558,2500,3267,4088,761,112,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,1,4062,10744,1302205,1000729,101,98,984,2577,2600,3264,4062,762,106,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,3,4266,10347,972441,964324,101,98,971,2631,2600,3418,4266,768,87,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,4,4571,4947,967928,966734,101,99,1016,2637,2700,3450,4571,788,111,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,5,24744,25409,1042455,1041261,101,99,21469,23150,23100,23856,24744,21270,84,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,8,4224,10309,1010017,994756,101,98,959,2600,2600,3315,4224,767,76,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,14,4179,10236,941179,939985,101,98,995,2596,2600,3336,4179,791,81,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,18,4207,4895,997595,996401,101,99,1010,2592,2600,3325,4207,766,107,0
171108_BS_78,h1,WPTServer101:Chrome,1510179496,2017-11-08_17-18-16,20,4136,4806,1064727,1063533,101,99,987,2556,2500,3279,4136,754,111,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,1,6025,13130,1601936,1068148,101,98,1904,3988,4000,6645,6025,1595,122,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,3,5846,12420,1408073,1038062,101,98,1616,3783,3800,4773,5846,1389,81,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,5,4875,11810,1614118,1151162,101,97,1053,3139,3100,3989,4875,760,82,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,6,5235,12346,1578196,1049986,101,97,1066,3204,3200,4294,5235,786,121,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,7,5574,12344,1414963,1044872,101,97,1615,3541,3500,4542,5574,1380,89,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,8,5282,12143,1494272,1031398,101,98,1081,3141,3100,4167,5282,853,83,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,9,4949,11986,1489399,1012284,101,98,1084,3208,3200,4084,4949,846,113,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,11,5165,12189,1628319,1100190,101,98,1122,3302,3300,4235,5165,880,113,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,12,5850,12691,1495466,1089726,101,98,1702,3744,3700,4744,5850,1487,88,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,13,5560,12522,1551518,1095806,101,98,1372,3480,3500,4549,5560,1139,101,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,15,5234,11631,1283827,1099459,101,98,992,3194,3200,4198,5234,771,88,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,16,5265,12307,1608073,1079944,101,98,1029,3116,3100,4145,5265,791,111,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,17,5145,12143,1702211,1174080,101,98,1042,3178,3200,4225,5145,835,83,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,18,5311,11903,1328835,1078816,101,98,1083,3325,3300,4293,5311,828,109,0
171108_D1_CV,h1,WPTServer100:Chrome,1510223256,2017-11-09_05-27-36,19,5270,12147,1581677,1053547,101,98,1036,3280,3300,4228,5270,812,90,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,1,4305,10677,1138829,1011598,101,98,1116,2784,2800,3544,4305,896,105,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,3,4177,10503,1094830,1001885,101,98,1029,2738,2700,3407,4177,797,115,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,4,4430,10749,1195276,985219,101,98,1040,2688,2600,3339,4430,814,110,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,5,4130,10356,1018286,1003029,101,98,975,2639,2700,3407,4130,778,82,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,9,4342,10398,1038994,1011790,101,98,983,2660,2700,3407,4342,777,90,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,11,4294,4973,958420,957226,101,98,1041,2673,2700,3450,4294,785,123,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,16,4304,4887,997644,996450,101,98,1000,2601,2600,3435,4304,773,108,0
171108_E7_CX,h1,WPTServer102:Chrome,1510216521,2017-11-09_03-35-21,19,4204,10513,1123124,1050179,101,98,995,2610,2600,3344,4204,787,93,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,2,6731,13205,1291630,1098743,101,98,1807,4671,4700,5741,6731,1601,81,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,3,6156,13273,1564134,1036002,101,98,2049,4092,4100,5151,6156,1816,83,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,4,5300,12240,1559047,1096171,101,98,1191,3197,3200,4278,5300,957,92,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,5,5508,12366,1449200,1107754,101,98,1157,3621,3600,4642,5508,912,118,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,6,5278,12193,1709553,1203869,101,98,1032,3105,3100,4151,5278,799,110,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,7,5752,12766,1655316,1125744,101,98,1656,3733,3800,4805,5752,1401,117,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,8,5238,12174,1580042,1051911,101,98,993,3078,3000,4073,5238,771,84,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,9,5827,12851,1585359,1057228,101,98,1660,3781,3800,4841,5827,1410,115,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,10,4851,11856,1772726,1243155,101,98,869,2955,3000,3880,4851,663,84,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,11,5673,12730,1590028,1061897,101,98,1590,3556,3500,4610,5673,1378,89,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,12,5317,12080,1534147,1156972,101,98,1125,3213,3200,4300,5317,885,116,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,13,5305,12211,1628887,1102196,101,98,1012,3106,3100,4191,5305,779,83,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,14,5247,12265,1582277,1052707,101,98,1136,3277,3200,4207,5247,902,112,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,15,5202,12174,1629256,1101126,101,98,1095,3161,3200,4170,5202,865,84,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,16,5099,11975,1461773,1043231,101,98,1012,3092,3000,4079,5099,782,103,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,17,4990,11760,1506416,1142128,101,98,969,2873,2900,3935,4990,754,80,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,18,5073,12172,1559321,1029751,101,98,1065,3209,3200,4246,5073,843,102,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,19,5185,12277,1574506,1044936,101,98,1078,3145,3200,4241,5185,850,108,0
171108_EG_BX,h1,WPTServer100:Chrome,1510215941,2017-11-09_03-25-41,20,5110,12057,1618826,1090696,101,98,979,3034,3100,4083,5110,754,108,0
171108_GH_6A,h1,WPTServer101:Chrome,1510172778,2017-11-08_15-26-18,18,4573,5060,1084103,1082909,101,99,1094,2759,2800,3502,4573,870,109,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,1,6177,13052,1644767,1116636,101,98,1742,3943,4000,7045,6177,1488,131,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,2,5296,12303,1579416,1050932,101,97,1195,3355,3400,4331,5296,974,85,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,3,6205,13129,1502038,1096215,101,97,2130,4195,4200,5273,6205,1886,115,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,4,5320,12335,1636281,1106710,101,98,1179,3225,3200,4332,5320,956,102,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,5,5579,12597,1697659,1159474,101,97,1241,3385,3300,5498,5579,1008,116,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,6,6518,13341,1524367,1104429,101,99,2136,4305,4300,5376,6518,1906,81,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,7,5621,12569,1573368,1145908,101,97,1655,3614,3600,4644,5621,1424,82,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,8,5487,12442,1694491,1156306,101,97,1322,3412,3400,4425,5487,1005,111,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,9,6584,13183,1608990,1079153,101,98,1240,4207,4200,5128,6584,1004,119,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,11,5880,12454,1610902,1159376,101,97,1348,3581,3600,4598,5880,1132,83,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,13,5511,12028,1531569,1061530,101,98,1038,3080,3100,4504,5511,800,90,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,14,5210,12181,1551639,1073082,101,98,1022,3091,3000,4041,5210,817,79,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,15,5178,11960,1485602,1079860,101,98,1016,3284,3200,4172,5178,811,89,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,16,5190,12191,1582483,1052913,101,98,1019,3075,3000,4138,5190,784,103,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,17,5231,12317,1603819,1074248,101,98,1059,3195,3200,4241,5231,815,123,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,19,5238,12361,1641604,1113474,101,98,1037,3201,3200,4316,5238,803,116,0
171108_HA_93,h1,WPTServer100:Chrome,1510194102,2017-11-08_21-21-42,20,5512,12413,1720584,1191013,101,98,1011,3154,3200,4366,5512,762,106,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,1,5233,12362,1559915,1030344,101,98,1065,3149,3200,6055,5233,862,80,0
171108_HP_85,h1,WPTServer100:Chrome,1510186848,2017-11-08_19-20-48,2,5315,12405,1596785,1068654,101,98,1063,3172,3200,4284,5315,859,78,0
